Title,id,Samling,Nr,Titel,Dato,speaker_id,text,Date,doc_id,Name,Year,Parti,Period,.groups
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1638,": mange tak. først og fremmest tror jeg, det handler om det gode samarbejde, som der er mellem vækstfonden og greenland venture det synes jeg vi skal styrke. vi ved, at mange af pengene er ved at være brugt, og derfor synes jeg også, det er oplagt at kigge lidt mere fremad og se på, hvad vi kan gøre for at samarbejde på det her område. jeg har jo tidligere udtalt, at mange af investeringerne på råstof‐ området kommer fra enten canada, australien eller england, og der synes jeg, det er helt på sin plads, at danmark også kommer på banen, ligesom jeg også mener, at eu er interessant at tænke ind i råstofområdet. jeg tror, det er vigtigt fra grønlands side at få lagt en erhvervspo‐ litisk linje, med hensyn til hvad det er, vi gerne vil, også i en erken‐ delse af, at vi nok ikke kan gøre det hele på en gang. råstofområdet har fyldt rigtig meget, men det har også vist sig rigtig vanskeligt for grønland ligesom at sikre nogle gode resultater på det område.",2020-10-20T15:34:00Z,710,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1639,: hr. christoffer aagaard melson.,2020-10-20T15:35:00Z,711,Karen Ellemann,2020,Venstre,2019-,93
Nick Hækkerup,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,163,": forslag nr. forslag til lov om undersøgelse af visse forhold vedrørende forsvarets efterretningstjeneste . miljøministeren lea wermelin : lovforslag nr. forslag til lov om ændring af lov om miljøbe‐ skyttelse. pligt til udskiftning eller nedlæggelse af visse fyringsan‐ læg til fast brændsel ved ejerskifte af fast ejendom , lovforslag nr. forslag til lov om ændring af lov om miljøbe‐ skyttelse. ophævelse af bestemmelser om kompenserende marine virkemidler ved etablering eller udvidelse af havbrug og lovforslag nr. forslag til lov om ændring af lov om miljøvur‐ dering af planer og programmer og af konkrete projekter vvm og ændring af lov om husdyrbrug og anvendelse af gødning m.v. implementering af vvm direktivet og ændring af myndighedskom‐ petencen for havbrug . lovforslag nr. forslag til lov om ændring af sundhedsloven, lov om socialtilsyn, lov om anvendelse af tvang i psykiatrien m.v. og lov om ioniserende stråling og strålebeskyttelse. bedre styring af offentligt finansieret behandling for alkoholmisbrug m.v. . martin lidegaard rv , morten messerschmidt df , anne valent‐ ina berthelsen sf , henning hyllested el , egil hulgaard kf , mette thiesen nb og susanne zimmer ufg m.fl.: beslutningsforslag nr. forslag til folketingsbeslutning om at ophæve arealreservationer i den nordlige ring 5-transportkorridor . zenia stampe rv , liselott blixt df , anne valentina berthelsen sf , henning hyllested el , mette thiesen nb og susanne zim‐ mer ufg m.fl.: beslutningsforslag nr. forslag til folketingsbeslutning om at ophæve arealreservationer i den sydlige ring 5-transportkorridor .",2020-10-08T09:00:00Z,712,Nick Hækkerup,2020,Socialdemokratiet,2019-,93
Christoffer Aagaard Melson,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1640,": jeg tænker personligt, at der opstår nogle ret interessante muligheder i forbindelse med den her investering i landingsbanerne, som dan‐ mark jo også er involveret i. hvilke muligheder ser ordføreren for, at vi eventuelt kunne samarbejde om at få et helhedsblik på, hvad der skal til i forhold til investeringer, markedsføring og infrastruktur, hvis det her også turismemæssigt skal blive succes, der kan være med til at styrke grønland?",2020-10-20T15:35:00Z,713,Christoffer Aagaard Melson,2020,Venstre,2019-,93
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1642,": det er helt oplagt at samarbejde på det her område, og jeg ved også, at visit greenland har en plan, så de netop er klar, når landingsba‐ nerne står klar, først i nuuk og senere i ilulissat. et af de andre områder, som jeg også synes er interessant at tale om, er i virkeligheden spørgsmålet om, hvordan vi kan skabe grøn 27 erhvervsudvikling i grønland. jeg synes, det er helt oplagt at kigge på, hvordan man kan skabe noget erhvervsudvikling, der ligesom også er bæredygtigt. jeg synes jo, at fiskeriområdet er helt oplagt at kigge lidt nærmere på, med hensyn til om det er noget, vi kunne dyrke endnu mere, i stedet for at fraskrive det som et område, for det har bare den allerstørste betydning for grønlands økonomi, selv den dag i dag.",2020-10-20T15:36:00Z,715,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1643,": tak til fru aaja chemnitz larsen fra ia der er ikke flere korte be‐ mærkninger til ordføreren. den næste ordfører kommer fra siumut, og det er fru aki-matilda høegh-dam. velkommen. ordfører ",2020-10-20T15:36:00Z,716,Karen Ellemann,2020,Venstre,2019-,93
Aki-Matilda Høegh-Dam,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1644,": tak. tak for ordet. et fredeligt og sikkert arktis, et tillidsfuldt re‐ gionalt og internationalt samarbejde, mennesket i centrum, en bære‐ dygtig økonomisk udvikling, beskyttelse af natur, miljø og klima, øget viden og forskning om arktis. det er de emner, der omtales i redegørelsen, og det er nogle emner, som vi også tager til os fra siumuts side. de er meget vigtige. da jeg kiggede hele redegørelsen igennem, bed jeg mærke i, at grønland bliver mere og mere inddraget, og det er glædeligt. jeg bed bl.a. mærke i, at når vi snakker om bæredygtig økonomisk udvikling, bliver vi også nødt til at tænke på, hvordan det ser ud i grønlands arktis. hvis vi tænker på bygder f.eks., bliver man nødt til at udvikle bygderne på deres egne præmisser, for deres egen befolkning. jeg har været nogle steder, hvor de er eksperter i at lave smykkekunst: de er eksperter i at lave kajakker, og de er eksperter i at forarbejde sælkød og alt muligt andet. hvis man giver folk mulighed for at lave det, de allerede er gode til, og giver dem mulighed for at udvikle sig, så blomstrer de. det er også vigtigt at bemærke, at biodiversiteten bliver styrket her. der er rigtig mange unge i grønland, som via græsrodsbevægel‐ ser er begyndt at snakke mere og mere om klima: der er folk, der i gymnasiet starter deres egne fagforeninger og organisationer, og der er en helt ny, der hedder greenland for climate, som er begyndt at snakke og skabe diskussioner og debatter på helt eget initiativ for unge mennesker, fordi de tror på, at vi skal beskytte vores klode. jeg har været med til et af de arrangementer med en biodiversi‐ tetsworkshop arrangeret af de unge selv, og der bed jeg også mærke i, hvor stort et potentiale vores lands befolkning har. der er rigtig mange uddannede, som vi ikke engang ser på papir, fordi vi hellere ser på, hvor mange der ikke bliver færdige med deres uddannelse, i stedet for se på, hvor stor en procentdel af befolkningen, der i løbet af de sidste 40 år faktisk er kommet videre. mange tænker på, at vi bliver nødt til at udvikle os på en bæredygtig måde, hvor vi udvikler vores egen mad og ikke bare bliver ved med at importere mad, fordi vi også bliver nødt til at tænke på vores lands biodiversitet. her bed jeg mærke i, at man i redegørelsen også snakker om heavy fuel oil. det synes jeg er vigtigt. men jeg synes også, det er vigtigt, at vi skal have mennesket i centrum. så hvis nedskæringerne på heavy fuel oil betyder, at man i bygderne ikke længere kan købe en pose fyldt med mad til 250 kr., men i stedet skal begynde at købe mad til 600 kr., så bliver vi også nødt til at tænke på, hvordan vi ikke gør uligheden større det synes jeg også er vigtigt. altså, om der skal gives en form for kompensation til royal arctic line, så vi sikrer os, at uligheden ikke bliver større i befolkningen. der er nogle ting, som vi bliver nødt til at være opmærksomme på, fordi det skal gøres bedre. miljøoprydning står der alt for lidt om i redegørelsen. der står, at det vil tage år. men jeg vil hellere se, hvordan i fællesskab kan gøre mere ved det. nu har man også la‐ 28 tirsdag den 20. oktober 2020 vet flere fællesskabsaktiviteter omkring overvågningen af arktis og suverænitetshåndhævelsen. nu begynder man også at lave frivillige korps. jeg har snakket med knapk, hvilket er den grønlandske fiskerog fangerorganisation, som også er blevet spurgt om, hvordan de her frivillige fiskere og fangere kan begynde at være med til at sikre suverænitetshåndhævelsen. hvis der er store muligheder i det, vil jeg gerne se på, hvilke muligheder der ellers også er, bl.a. med hensyn til oprydning i vores natur, som jo også ligger rigtig mange på sinde. jeg synes, det er vigtigt, at vi også tænker på vores sikkerhed til søs, altså på havet. her snakkes der også i redegørelsen om at være proaktiv, og med det samme tænkte jeg, at vi bliver nødt til at tænke på, at nye skibsruter vil komme frem, når havisen og indlandsisen smelter. hvilken udvikling er det, vi gerne vil have, i forhold til law of the sea? hvordan skal det se ud i grønland? hvordan skal vi sikre os, at det ikke ødelægger biodiversiteten, og at det ikke ødelægger kultur og levevis? hvordan bliver vi ved med at opretholde en bære‐ dygtig udvikling uden at lukke folk ude? det vil jeg gerne have en længere og mere grundig diskussion og dialog om. med de ord vil jeg meget kort sige tak for et godt samarbejde: jeg glæder mig til at høre mere fra alle partier omkring den kommende udvikling.",2020-10-20T15:36:00Z,717,Aki-Matilda Høegh-Dam,2020,x - Siumut,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1645,": tak til ordføreren. der er ønske om en kort bemærkning til hr. søren espersen, dansk folkeparti. værsgo.",2020-10-20T15:42:00Z,718,Karen Ellemann,2020,Venstre,2019-,93
Søren Espersen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1646,": tak. det er lige godt 10 år siden, vi fik selvstyreloven og selvstyrets indførelse. jeg vil egentlig gerne spørge: hvad har siumut gjort de sidste 10 år for at styrke rigsfællesskabet?",2020-10-20T15:42:00Z,719,Søren Espersen,2020,Dansk Folkeparti,2019-,93
Rasmus Nordqvist,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1064,": tak, og tak til ordføreren for en god tale. der var jo masser af temaer, man kunne dykke ned i og diskutere videre. men et gen‐ nemgående tema var jo ligesom også udvikling, og jeg var specielt interesseret i det her med erhvervsudviklingen og også, hvordan der bliver skabt finansiering. mener ordføreren, at der er nok i den politik, som også sikrer, at det så er en bæredygtig og her tænker jeg også på det miljø- og klimamæssige udvikling? altså, nogle gange skal man jo passe på, når man sætter noget nyt i gang, at det så også bliver til fremtiden og ikke ud fra fortidens præmisser.",2020-10-08T19:59:00Z,72,Rasmus Nordqvist,2020,Alternativet,2019-,93
Aki-Matilda Høegh-Dam,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1648,": det, jeg altid tænker på, når jeg hører df og søren espersen snakke, er, at jeg har bidt mærke i, at hver gang søren espersen snakker om rigsfællesskabet og grønland, er det det med, at man også skal snakke om, hvad rigsfællesskabet gør for grønland og omvendt. det var også det, du snakkede om på et tidspunkt, og der bed jeg også mærke i, at man nogle gange lidt glemmer at snakke om, hvad det egentlig er, danmark også får ud af grønland. hvis vi glemmer at tage den snak, bliver den diskussion om, hvad grønland skulle have gjort for rigsfællesskabet, egentlig mere sløret. så vidt jeg kan se, har grønland gjort rigeligt for det rigsfællesskab, vi har nu, også efter selvstyrets indførelse.",2020-10-20T15:43:00Z,721,Aki-Matilda Høegh-Dam,2020,x - Siumut,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1649,": jeg minder lige ordføreren om, at brug af direkte tiltale fra talersto‐ len ikke bliver accepteret. hr. søren espersen til en anden bemærk‐ ning, værsgo.",2020-10-20T15:44:00Z,722,Karen Ellemann,2020,Venstre,2019-,93
Simon Emil Ammitzbøll-Bille,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,164,": ministeren for fødevarer, fiskeri og ligestilling og ministeren for nordisk samarbejde mogens jensen : lovforslag nr. forslag til lov om ændring af lov om ligestilling af kvinder og mænd. digital post til begge forældre om fælles barn og lovforslag nr. forslag til lov om ændring af økologiloven. ju‐ stering af regler vedrørende økologiforordningen, sanktionsskærpel‐ se, indhentning af oplysninger fra andre myndigheder med henblik på udarbejdelse af bedre risikovurdering m.v. . sundheds- og ældreministeren magnus heunicke : lovforslag nr. forslag til lov om ændring af sundhedsloven. styrelsen for patientklagers vurdering af lægeerklæringer på ind‐ fødsretsområdet , lovforslag nr. forslag til lov om ændring af sundhedsloven, lov om klage- og erstatningsadgang inden for sundhedsvæsenet, lov om autorisation af sundhedspersoner og om sundhedsfaglig virksom‐ hed og lov om virksomhedsansvarlige læger og tandlæger. oprettel‐ se af ankenævnet for tilsynsafgørelser og det rådgivende udvalg for tilsyn, lovfæstelse af fagligt forum for patientsikkerhed, øget beskyttelse af personer ved rapportering af utilsigtede hændelser, krav om instrukser, sprogkrav til sundhedspersoner, forenkling af reglerne om virksomhedsansvarlige læger og tandlæger, dispensation fra fristen for indgivelse af ansøgning om autorisation som kontakt‐ linseoptiker m.v. , lovforslag nr. forslag til lov om ændring af lov om forbud mod tobaksreklame m.v., lov om tobaksvarer m.v., lov om elektroni‐ ske cigaretter m.v. og forskellige andre love. udmøntning af natio‐ nal handleplan mod børn og unges rygning , beslutningsforslag nr. forslag til folketingsbeslutning om le‐ galisering af rugemoderskab efter canadisk forbillede . peter skaarup df m.fl.: beslutningsforslag nr. forslag til folketingsbeslutning om at skærpe straffen for fangeflugter . karina adsbøl df m.fl.: beslutningsforslag nr. forslag til folketingsbeslutning om ind‐ førelse af en pligt til indhentning af offentlige straffeattester ved ansættelse af personale og ledelse i pleje- og omsorgssektoren . titler på de anmeldte sager vil fremgå af www.folketingstidende.dk jf. ovenfor . forsvarsministeren trine bramsen har meddelt mig, at hun ønsker i henhold til forretningsordenens § 19, stk. 4, at give folketinget en skriftlig redegørelse om det nordiske forsvars- og beredskabssamarbejde. redegørelse nr. . eksemplarer vil blive omdelt, og redegørelsen vil fremgå af www.folketingstidende.dk. redegørelsen vil komme til forhandling tirsdag den 20. oktober 2020. torsdag den 8. oktober 2020 åbningsdebatten i dag vil blive tolket på tegnsprog, således at døve kan følge debatten. tegnsprogstolkningen kan ses direkte på folke‐ tingets hjemmeside. det første punkt på dagsordenen er: 1 forhandling om redegørelse nr. : statsministerens redegørelse i henhold til grundlovens § 38. anmeldelse 06.10.2020. redegørelse givet 06.10.2020. meddelelse om forhandling 06.10.2020 . forhandling",2020-10-08T09:00:00Z,723,Simon Emil Ammitzbøll-Bille,2020,Liberal Alliance,2019-,93
